Uniprot	GeneName	ProteinName	No. Peptides	k.mean	k.sd	k.mean.cv	k.median	k.mad	k.median.cv	normality
Q80WQ2	Vac14	Protein VAC14 homolog	1	0.184	NA	NA	0.184	NA	NA	0
Q9DBL7	Coasy	Bifunctional coenzyme A synthase (CoA synthase) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	2	0.0745	0.0431335136523794	0.578973337615831	0.0745	0.0452193	0.606970469798658	0
Q9DBL1	Acadsb	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)	4	0.09475	0.00767571929311297	0.0810102300064693	0.092	0.0029652	0.0322304347826087	0.136159592811986
P62874	Gnb1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1)	3	0.0816666666666667	0.0145716619962629	0.178428514239954	0.08	0.0177912	0.22239	0.810510815124133
Q9Z1G3	Atp6v1c1	V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1)	1	0.16	NA	NA	0.16	NA	NA	0
P62869	Tceb2	Transcription elongation factor B polypeptide 2 (Elongin 18 kDa subunit) (Elongin-B) (EloB) (RNA polymerase II transcription factor SIII subunit B) (SIII p18)	2	0.1775	0.0473761543394987	0.266907911771824	0.1775	0.0496671	0.279814647887324	0
Q9Z1F9	Uba2	SUMO-activating enzyme subunit 2 (EC 6.3.2.-) (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2)	3	0.237666666666667	0.0800020833062073	0.336614656267352	0.237	0.1171254	0.4942	0.986217016899055
Q8CIZ8	Vwf	von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)]	1	0.042	NA	NA	0.042	NA	NA	0
P58389	Ppp2r4	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator) (PTPA) (Serine/threonine-protein phosphatase 2A regulatory subunit 4) (Serine/threonine-protein phosphatase 2A regulatory subunit B')	2	0.068	0.0141421356237309	0.207972582701926	0.068	0.014826	0.218029411764706	0
Q9QUH0	Glrx	Glutaredoxin-1 (Thioltransferase-1) (TTase-1)	3	0.0456666666666667	0.00416333199893227	0.0911678539912175	0.047	0.0029652	0.0630893617021277	0.463262874933794
Q9DBJ1	Pgam1	Phosphoglycerate mutase 1 (EC 3.1.3.13) (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	4	0.07175	0.00963932916061417	0.134346051019013	0.07	0.00667170000000001	0.0953100000000001	0.621085736315876
P62855	Rps26	40S ribosomal protein S26	3	0.114666666666667	0.0192959408512084	0.168278553934957	0.121	0.0133434	0.110276033057851	0.449537080660716
Q9Z1E4	Gys1	Glycogen [starch] synthase, muscle (EC 2.4.1.11)	9	0.125111111111111	0.0234277850235807	0.18725583056148	0.125	0.0207564	0.1660512	0.275386503329074
P62852	Rps25	40S ribosomal protein S25	4	0.1265	0.0426028168082816	0.336781160539775	0.1255	0.0511497	0.407567330677291	0.573607257496214
P60670	Nploc4	Nuclear protein localization protein 4 homolog (Protein NPL4)	2	0.1745	0.0318198051533947	0.182348453601115	0.1745	0.0333585	0.191166189111748	0
Q9DBH5	Lman2	Vesicular integral-membrane protein VIP36 (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36)	2	0.151	0.015556349186104	0.103022180040424	0.151	0.0163086	0.108003973509934	0
P62835	Rap1a	Ras-related protein Rap-1A (Ras-related protein Krev-1)	1	0.086	NA	NA	0.086	NA	NA	0
P62830	Rpl23	60S ribosomal protein L23	2	0.0765	0.0205060966544099	0.268053551038038	0.0765	0.0214977	0.28101568627451	0
Q99JY9	Actr3	Actin-related protein 3 (Actin-like protein 3)	3	0.0986666666666667	0.0250266524595946	0.253648504658054	0.1	0.0340998	0.340998	0.911850025538108
Q99JY3	Gimap4	GTPase IMAP family member 4 (Immunity-associated nucleotide 1 protein) (IAN-1) (Immunity-associated protein 4)	1	0.023	NA	NA	0.023	NA	NA	0
Q99JY0	Hadhb	Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	16	0.074875	0.0160452485178635	0.214293803243586	0.0755	0.0133434	0.176733774834437	0.390231608969504
Q9DBG6	Rpn2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (EC 2.4.99.18) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)	2	0.159	0.029698484809835	0.186782923332295	0.159	0.0311346	0.195815094339623	0
Q9DBG5	Plin3	Perilipin-3 (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1)	4	0.20125	0.0226034658109474	0.112315358066819	0.1915	0.0037065	0.019355091383812	0.0180809667943242
Q9DBG3	Ap2b1	AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)	1	0.066	NA	NA	0.066	NA	NA	0
P17439	Gba	Glucosylceramidase (EC 3.2.1.45) (Acid beta-glucosidase) (Beta-glucocerebrosidase) (D-glucosyl-N-acylsphingosine glucohydrolase)	1	0.105	NA	NA	0.105	NA	NA	0
Q08091	Cnn1	Calponin-1 (Basic calponin) (Calponin H1, smooth muscle)	2	0.0715	0.0120208152801713	0.168123290631767	0.0715	0.0126021	0.176253146853147	0
Q61081	Cdc37	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]	1	0.254	NA	NA	0.254	NA	NA	0
P62827	Ran	GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)	2	0.116	0.0197989898732233	0.17068094718296	0.116	0.0207564	0.178934482758621	0
P62821	Rab1A	Ras-related protein Rab-1A (YPT1-related protein)	1	0.195	NA	NA	0.195	NA	NA	0
Q8CIV8	Tbce	Tubulin-specific chaperone E (Tubulin-folding cofactor E)	1	0.641	NA	NA	0.641	NA	NA	0
Q99JX4	Eif3m	Eukaryotic translation initiation factor 3 subunit M (eIF3m) (PCI domain-containing protein 1)	2	0.246	0.00565685424949239	0.0229953424776113	0.246	0.0059304	0.0241073170731708	0
Q99JX3	Gorasp2	Golgi reassembly-stacking protein 2 (GRS2) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55)	2	0.1525	0.000707106781186548	0.00463676577827245	0.1525	0.000741300000000001	0.00486098360655738	0
Q9DBF1	Aldh7a1	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)	6	0.0795	0.0143909693905588	0.181018482900111	0.0825	0.0133434	0.161738181818182	0.247527896416544
P17427	Ap2a2	AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)	3	0.151333333333333	0.0248260615751539	0.164048865034057	0.144	0.0192738	0.133845833333333	0.505939297931657
P17426	Ap2a1	AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit)	4	0.1365	0.0361893170240427	0.265123201641338	0.141	0.0363237	0.257614893617021	0.691881406304399
P70414	Slc8a1	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	3	0.160333333333333	0.0241315837303177	0.15050883823483	0.154	0.0207564	0.134781818181818	0.562084091748372
P62814	Atp6v1b2	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 2)	5	0.2252	0.117109777559348	0.520025655236892	0.222	0.1616034	0.727943243243243	0.552657206413006
Q99JW2	Acy1	Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase)	2	0.075	0.015556349186104	0.207417989148054	0.075	0.0163086	0.217448	0
P70404	Idh3g	Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	9	0.0604444444444444	0.00947511360236793	0.156757394156822	0.057	0.00889560000000001	0.156063157894737	0.812131933163227
Q8CJ53	Trip10	Cdc42-interacting protein 4 (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10)	2	0.2095	0.0629325035256027	0.300393811578056	0.2095	0.0659757	0.314919809069212	0
Q6GQT9	Nomo1	Nodal modulator 1	1	0.145	NA	NA	0.145	NA	NA	0
Q8VHX6	Flnc	Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	15	0.138933333333333	0.0405647043388121	0.291972440058628	0.141	0.0237216	0.168238297872341	0.0176075141911267
Q9DBD0	Ica	Inhibitor of carbonic anhydrase	3	1.203	0.585664579772416	0.48683672466535	1.005	0.3899238	0.387983880597015	0.432510516626387
Q9DBC7	Prkar1a	cAMP-dependent protein kinase type I-alpha regulatory subunit [Cleaved into: cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed]	4	0.576	0.100173183370933	0.173911776685648	0.574	0.1171254	0.204051219512195	0.820183243004482
P56135	Atp5j2	ATP synthase subunit f, mitochondrial	1	0.028	NA	NA	0.028	NA	NA	0
P85094	Isoc2a	Isochorismatase domain-containing protein 2A, mitochondrial	1	0.069	NA	NA	0.069	NA	NA	0
P60603	Romo1	Reactive oxygen species modulator 1 (ROS modulator 1) (Protein MGR2 homolog)	1	0.079	NA	NA	0.079	NA	NA	0
Q99JT1	Gatb	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112 homolog)	1	0.317	NA	NA	0.317	NA	NA	0
Q99K51	Pls3	Plastin-3 (T-plastin)	1	0.222	NA	NA	0.222	NA	NA	0
Q9DBB8	Dhdh	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)	3	0.0673333333333333	0.00208166599946613	0.0309158316752396	0.068	0.0014826	0.0218029411764706	0.463262874933794
Q61035	Hars	Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	4	0.14125	0.0167406690427832	0.118518010922359	0.144	0.0140847	0.0978104166666666	0.803067481125046
Q6ZQ73	Cand2	Cullin-associated NEDD8-dissociated protein 2 (Cullin-associated and neddylation-dissociated protein 2) (TBP-interacting protein of 120 kDa B) (TBP-interacting protein 120B) (p120 CAND2)	20	0.15415	0.0522748555838827	0.339116805604169	0.1455	0.0533736	0.366828865979381	0.556682989832325
P13020	Gsn	Gelsolin (Actin-depolymerizing factor) (ADF) (Brevin)	6	0.2185	0.141389886484147	0.647093301986943	0.1965	0.1319514	0.671508396946565	0.247069889559813
Q99JR6	Nmnat3	Nicotinamide mononucleotide adenylyltransferase 3 (NMN adenylyltransferase 3) (EC 2.7.7.1) (Nicotinate-nucleotide adenylyltransferase 1) (NaMN adenylyltransferase 1) (EC 2.7.7.18)	4	0.04675	0.0348652166683836	0.74578003568735	0.034	0.0126021	0.37065	0.115453209691883
P36552	Cpox	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	5	0.1288	0.0233388088813461	0.181201932308588	0.13	0.022239	0.171069230769231	0.99534279756119
Q6ZQ58	Larp1	La-related protein 1 (La ribonucleoprotein domain family member 1)	1	0.029	NA	NA	0.029	NA	NA	0
O70493	Snx12	Sorting nexin-12 (SDP8 protein)	2	0.144	0.0777817459305202	0.54015101340639	0.144	0.081543	0.566270833333333	0
O70492			2	0.3285	0.0289913780286484	0.088253814394668	0.3285	0.0303933	0.0925214611872146	0
Q9Z0Y1	Dctn3	Dynactin subunit 3 (Dynactin light chain p24)	1	0.158	NA	NA	0.158	NA	NA	0
O70481	Ubr1	E3 ubiquitin-protein ligase UBR1 (EC 6.3.2.-) (N-recognin-1) (Ubiquitin-protein ligase E3-alpha-1) (Ubiquitin-protein ligase E3-alpha-I)	3	0.203666666666667	0.0997613819738546	0.489826752735784	0.235	0.0726474	0.309137872340425	0.473882262675944
Q8CIN4	Pak2	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (p21-activated kinase 2) (PAK-2) [Cleaved into: PAK-2p27; PAK-2p34]	1	0.211	NA	NA	0.211	NA	NA	0
Q8VI36	Pxn	Paxillin	3	0.139	0.0449332838773219	0.323261035088647	0.126	0.0355824	0.2824	0.516318314360447
Q3U2A8	Vars2	Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	1	0.056	NA	NA	0.056	NA	NA	0
Q6ZQ38	Cand1	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (p120 CAND1)	8	0.095	0.0215074737840461	0.226394460884695	0.089	0.0133434	0.149925842696629	0.015389610615203
Q9Z0X4	Pde3a	cGMP-inhibited 3',5'-cyclic phosphodiesterase A (EC 3.1.4.17) (Cyclic GMP-inhibited phosphodiesterase A) (CGI-PDE A)	1	0.199	NA	NA	0.199	NA	NA	0
Q9Z0X1	Aifm1	Apoptosis-inducing factor 1, mitochondrial (EC 1.1.1.-) (Programmed cell death protein 8)	4	0.024	0.0155134350376268	0.646393126567783	0.0275	0.0118608	0.431301818181818	0.582395313770565
Q99K01	Pdxdc1	Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-)	1	0.537	NA	NA	0.537	NA	NA	0
Q920Q8	Ivns1abp	Influenza virus NS1A-binding protein homolog (NS1-BP) (NS1-binding protein homolog) (Kelch family protein Nd1-L) (ND1-L2) (Nd1-S)	1	1.929	NA	NA	1.929	NA	NA	0
Q920Q6	Msi2	RNA-binding protein Musashi homolog 2 (Musashi-2)	1	0.14	NA	NA	0.14	NA	NA	0
P01027	C3	Complement C3 (HSE-MSF) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]	14	1.332	0.712932190108083	0.53523437695802	1.2335	0.7613151	0.617199108228618	0.739930478771384
Q00519	Xdh	Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]	6	0.327833333333333	0.464319896910165	1.4163291212308	0.1665	0.0578214	0.347275675675676	0.000253474331644156
O70468			10	0.0734	0.0198673377962703	0.270672177060904	0.0695	0.022239	0.319985611510791	0.48815729847691
Q9Z0V7	Timm17b	Mitochondrial import inner membrane translocase subunit Tim17-B	1	0.099	NA	NA	0.099	NA	NA	0
P24549	Aldh1a1	Retinal dehydrogenase 1 (RALDH 1) (RalDH1) (EC 1.2.1.36) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic)	3	0.0926666666666667	0.0137961347243833	0.148879151701978	0.098	0.00741299999999999	0.075642857142857	0.348008568656105
P24547	Impdh2	Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205) (IMPDH-II)	4	0.203	0.079115948666077	0.389733737271315	0.2225	0.0459606	0.206564494382023	0.429056796967539
Q60598	Cttn	Src substrate cortactin	1	0.182	NA	NA	0.182	NA	NA	0
Q60597	Ogdh	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)	46	0.0886304347826087	0.0207700197353484	0.234344102974253	0.0855	0.0259455	0.303456140350877	0.245618935072881
Q60590	Orm1	Alpha-1-acid glycoprotein 1 (AGP 1) (Orosomucoid-1) (OMD 1)	2	1.595	0.0410121933088198	0.025712973861329	1.595	0.0429954	0.0269563636363637	0
P63276	Rps17	40S ribosomal protein S17	2	0.1115	0.00636396103067893	0.0570758836832191	0.1115	0.00667170000000001	0.0598358744394619	0
O70435	Psma3	Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8) (Proteasome subunit K)	3	0.113666666666667	0.0450148123769647	0.396024742319337	0.115	0.0637518	0.55436347826087	0.951003738823669
O70433	Fhl2	Four and a half LIM domains protein 2 (FHL-2) (Skeletal muscle LIM-protein 3) (SLIM-3)	5	0.0826	0.0345586458068021	0.418385542455231	0.078	0.0118608	0.152061538461538	0.347043375662016
Q920M5	Coro6	Coronin-6 (Coronin-like protein E) (Clipin-E)	1	0.082	NA	NA	0.082	NA	NA	0
P61089	Ube2n	Ubiquitin-conjugating enzyme E2 N (EC 6.3.2.19) (Bendless-like ubiquitin-conjugating enzyme) (Ubc13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	3	0.066	0.0101488915650922	0.153771084319579	0.064	0.0103782	0.162159375	0.67245233947225
P24527	Lta4h	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase)	10	0.1188	0.188279225265738	1.58484196351632	0.061	0.00741300000000001	0.121524590163935	3.38113395087282e-07
P61082	Ube2m	NEDD8-conjugating enzyme Ubc12 (EC 6.3.2.-) (NEDD8 carrier protein) (NEDD8 protein ligase) (Ubiquitin-conjugating enzyme E2 M)	2	0.211	0.089095454429505	0.42225333852846	0.211	0.0934038	0.442672037914692	0
P61080	Ube2d1	Ubiquitin-conjugating enzyme E2 D1 (EC 6.3.2.19) (Ubiquitin carrier protein D1) (Ubiquitin-conjugating enzyme E2(17)KB 1) (Ubiquitin-conjugating enzyme E2-17 kDa 1) (Ubiquitin-protein ligase D1)	1	0.148	NA	NA	0.148	NA	NA	0
O70423	Aoc3	Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (Semicarbazide-sensitive amine oxidase) (SSAO) (Vascular adhesion protein 1) (VAP-1)	1	0.031	NA	NA	0.031	NA	NA	0
Q9Z0S1	Bpnt1	3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (Bisphosphate 3'-nucleotidase 1) (PAP-inositol 1,4-phosphatase) (PIP)	4	0.07475	0.0259663243451976	0.347375576524382	0.0655	0.0126021	0.192398473282443	0.168614654003797
Q9Z0R4	Itsn1	Intersectin-1 (EH and SH3 domains protein 1)	1	0.131	NA	NA	0.131	NA	NA	0
Q8CIG8	Prmt5	Protein arginine N-methyltransferase 5 (EC 2.1.1.-) (Histone-arginine N-methyltransferase PRMT5) (EC 2.1.1.125) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog)	3	0.101	0.0497594212184989	0.492667536816821	0.091	0.0504084	0.553938461538461	0.665901922835718
Q99JI6	Rap1b	Ras-related protein Rap-1b (GTP-binding protein smg p21B)	1	0.099	NA	NA	0.099	NA	NA	0
Q99JI4	Psmd6	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (p42A)	2	0.148	0.0141421356237309	0.0955549704306145	0.148	0.014826	0.100175675675676	0
P20152	Vim	Vimentin	16	0.0703125	0.014938624434666	0.212460436404139	0.0695	0.0163086	0.234656115107914	0.197555142271703
Q9DB77	Uqcrc2	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)	24	0.0275	0.00931571836712833	0.338753395168303	0.028	0.0044478	0.15885	0.0427441128134413
Q9DB73	Cyb5r1	NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)	2	0.0585	0.0473761543394987	0.809848792128183	0.0585	0.0496671	0.849010256410256	0
O70400	Pdlim1	PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)	2	0.155	0.0367695526217005	0.237222920140003	0.155	0.0385476	0.248694193548387	0
Q9DB60	Fam213b	Prostamide/prostaglandin F synthase (Prostamide/PG F synthase) (Prostamide/PGF synthase) (EC 1.11.1.20)	2	0.107	0.0197989898732233	0.185037288534797	0.107	0.0207564	0.193985046728972	0
Q6ZPJ3	Ube2o	E2/E3 hybrid ubiquitin-protein ligase UBE2O (EC 6.3.2.-) (EC 6.3.2.19) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (EC 6.3.2.19) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)	1	0.15	NA	NA	0.15	NA	NA	0
Q9Z0P5	Twf2	Twinfilin-2 (A6-related protein) (mA6RP) (Twinfilin-1-like protein)	3	0.434666666666667	0.215012402743036	0.494660435758517	0.432	0.3128286	0.724140277777778	0.979486225369076
P22315			4	0.08925	0.0170758113521242	0.191325617390747	0.096	0.0051891	0.054053125	0.06878704658147
Q8CIE6	Copa	Coatomer subunit alpha (Alpha-coat protein) (Alpha-COP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin]	13	0.236615384615385	0.0949451933674883	0.401263821123975	0.219	0.0385476	0.176016438356164	0.0294218537743461
Q9DAT5	Trmu	Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.-)	1	0.054	NA	NA	0.054	NA	NA	0
Q9Z0N1	Eif2s3x	Eukaryotic translation initiation factor 2 subunit 3, X-linked (Eukaryotic translation initiation factor 2 subunit gamma, X-linked) (eIF-2-gamma X)	1	0.072	NA	NA	0.072	NA	NA	0
Q9DAR7	Dcps	m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS)	4	0.129	0.0373095162123553	0.289221055909731	0.137	0.029652	0.21643795620438	0.606463262394196
P04919	Slc4a1	Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (MEB3) (Solute carrier family 4 member 1) (CD antigen CD233)	2	0.019	0.00282842712474619	0.148864585512957	0.019	0.0029652	0.156063157894737	0
P61027	Rab10	Ras-related protein Rab-10	1	0.115	NA	NA	0.115	NA	NA	0
P08032	Spta1	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	1	0.036	NA	NA	0.036	NA	NA	0
P61022	Chp1	Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22) (Sid 470) (p24)	1	0.188	NA	NA	0.188	NA	NA	0
P61021	Rab5b	Ras-related protein Rab-5B	1	0.118	NA	NA	0.118	NA	NA	0
P08030	Aprt	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	2	0.0875	0.0176776695296637	0.202030508910442	0.0875	0.0185325	0.2118	0
Q8CIB5	Fermt2	Fermitin family homolog 2 (Kindlin-2) (Pleckstrin homology domain-containing family C member 1)	2	0.1215	0.0332340187157677	0.273531018236771	0.1215	0.0348411	0.286758024691358	0
P20108	Prdx3	Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.15) (Antioxidant protein 1) (AOP-1) (PRX III) (Perioredoxin-3) (Protein MER5)	15	0.0311333333333333	0.00770775737874019	0.247572506811783	0.029	0.0044478	0.153372413793103	0.00854668327523462
Q9DB20	Atp5o	ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (OSCP)	11	0.035	0.021743964679883	0.621256133710943	0.026	0.007413	0.285115384615385	0.00184241717721834
Q9DB15	Mrpl12	39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12)	2	0.085	0.014142135623731	0.166378066161541	0.085	0.014826	0.174423529411765	0
Q920E5	Fdps	Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Cholesterol-regulated 39 kDa protein) (CR 39) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)	3	0.144	0.0236431808350738	0.164188755799123	0.154	0.0103782	0.0673909090909092	0.283767476100365
Q99JB8	Pacsin3	Protein kinase C and casein kinase II substrate protein 3	3	0.165333333333333	0.0539475053485639	0.326295395253411	0.151	0.0459606	0.304374834437086	0.556578582245733
Q9DB05	Napa	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha)	1	0.308	NA	NA	0.308	NA	NA	0
P08003	Pdia4	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	1	0.154	NA	NA	0.154	NA	NA	0
P82350	Sgca	Alpha-sarcoglycan (Alpha-SG) (50 kDa dystrophin-associated glycoprotein) (50DAG) (Adhalin)	3	0.064	0.0235159520326097	0.367436750509526	0.065	0.0326172	0.501803076923077	0.929649423543598
Q14C51	Ptcd3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial (28S ribosomal protein S39, mitochondrial) (MRP-S39)	2	0.1105	0.0106066017177982	0.0959873458624273	0.1105	0.0111195	0.100628959276018	0
P70398	Usp9x	Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets homolog) (Fat facets protein-related, X-linked) (Ubiquitin carboxyl-terminal hydrolase FAM) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)	7	0.233285714285714	0.147896038132325	0.633969544964038	0.232	0.1749468	0.754081034482758	0.6189622017148
P82347	Sgcd	Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG)	2	0.089	0.0240416305603426	0.270130680453288	0.089	0.0252042	0.283193258426966	0
